Kategori,Sub Kategori,Tempat,Rating Tempat,Total Ulasan,Nama Reviewer,Bintang,Tanggal,Ulasan,teks_cleaned,teks_normalized,teks_final,topik,sentimen,sentimen_score
Kesehatan,Klinik & Praktek Dokter,DNI Skincentre Gresik,4.9,501,Fitri Dwi,5,2024-02-06T04:17:41.841Z,"Selalu puas treatment disini, terapis nya oke, tempatnya nyaman 🤍",selalu puas treatment disini terapis nya oke tempatnya nyaman,selalu puas treatment disini terapis nya oke tempatnya nyaman,selalu puas treatment disini terapis oke tempatnya nyaman,Fasilitas,Positif,0.9969
Kesehatan,Klinik & Praktek Dokter,DNI Skincentre Gresik,4.9,501,diniyah ayu,5,2024-01-05T09:55:47.307Z,"tempat bagus, nyaman dan dingin",tempat bagus nyaman dan dingin,tempat bagus nyaman dan dingin,tempat bagus nyaman dingin,Fasilitas,Positif,0.997
Kesehatan,Klinik & Praktek Dokter,DNI Skincentre Gresik,4.9,501,Allyra Cattery,5,2023-12-21T08:01:19.593Z,Tempat bersih dan pelayanan bagus.. terima kasih,tempat bersih dan pelayanan bagus terima kasih,tempat bersih dan pelayanan bagus terima kasih,tempat bersih pelayanan bagus terima kasih,Pelayanan,Positif,0.9956
Kesehatan,Klinik & Praktek Dokter,DNI Skincentre Gresik,4.9,501,Ani Suciati,5,2023-09-17T11:05:47.920Z,"Rekomendasi nomor 1 di Gresik tempat perawatan wajah Ter the best, dari pelayanan nya yg baik, tempatnya juga nyaman, dokter dan kakak2 nya juga ramah2. Thanks dni skincenter Gresik 🥰",rekomendasi nomor di gresik tempat perawatan wajah ter the best dari pelayanan nya yg baik tempatnya juga nyaman dokter dan kakak2 nya juga ramah2 thanks dni skincenter gresik,rekomendasi nomor di gresik tempat perawatan wajah ter the best dari pelayanan nya yang baik tempatnya juga nyaman dokter dan kakak2 nya juga ramah2 thanks dni skincenter gresik,rekomendasi nomor gresik tempat perawatan wajah ter the best pelayanan baik tempatnya nyaman dokter kakak2 ramah2 thanks dni skincenter gresik,Pelayanan,Positif,0.9953
Kesehatan,Klinik & Praktek Dokter,DNI Skincentre Gresik,4.9,501,yulia ratna,5,2023-09-04T04:35:07.683Z,"Perawatan disini nyaman banget, ruangan wanita dan pria terpisah. Pelayanannya sangat baik. Gak akan nyesel perawatan disini 😍",perawatan disini nyaman banget ruangan wanita dan pria terpisah pelayanannya sangat baik gak akan nyesel perawatan disini,perawatan disini nyaman banget ruangan wanita dan pria terpisah pelayanannya sangat baik tidak akan nyesel perawatan disini,perawatan disini nyaman banget ruangan wanita pria terpisah pelayanannya baik nyesel perawatan disini,Pelayanan,Positif,0.9889
Kesehatan,Klinik & Praktek Dokter,DNI Skincentre Gresik,4.9,501,Bella Mira,5,2023-07-06T16:54:57.930Z,"awlnya bruntusan parah, skrng udah reda",awlnya bruntusan parah skrng udah reda,awlnya bruntusan parah skrng udah reda,awlnya bruntusan parah skrng udah reda,Lainnya,Positif,0.9971
Kesehatan,Klinik & Praktek Dokter,DNI Skincentre Gresik,4.9,501,Ditta Resa,5,2023-04-17T06:53:12.199Z,"Pelayanan ramah, tentunya dokter d ajak konsultasi sangat nyaman kasih penjelasan juga enak. Harga juga terjangkau 😊",pelayanan ramah tentunya dokter d ajak konsultasi sangat nyaman kasih penjelasan juga enak harga juga terjangkau,pelayanan ramah tentunya dokter d ajak konsultasi sangat nyaman kasih penjelasan juga enak harga juga terjangkau,pelayanan ramah tentunya dokter ajak konsultasi nyaman kasih penjelasan enak harga terjangkau,Pelayanan,Positif,0.9964
Kesehatan,Klinik & Praktek Dokter,DNI Skincentre Gresik,4.9,501,azkia avisiena,5,2023-04-17T05:04:41.292Z,"pelayanannya sangat bagus, hasil treatmen facial kekinian sangat memuaskan, dokternya dan perawatnya ramah, tempat nya bersih dan sangat nyaman",pelayanannya sangat bagus hasil treatmen facial kekinian sangat memuaskan dokternya dan perawatnya ramah tempat nya bersih dan sangat nyaman,pelayanannya sangat bagus hasil treatmen facial kekinian sangat memuaskan dokternya dan perawatnya ramah tempat nya bersih dan sangat nyaman,pelayanannya bagus hasil treatmen facial kekinian memuaskan dokternya perawatnya ramah tempat bersih nyaman,Pelayanan,Positif,0.9973
Kesehatan,Klinik & Praktek Dokter,DNI Skincentre Gresik,4.9,501,Suwarningsih ShMhum,5,2023-04-16T06:29:39.814Z,Sangat memuaskan Dan banyak promo,sangat memuaskan dan banyak promo,sangat memuaskan dan banyak promo,memuaskan banyak promo,Lainnya,Positif,0.9949
Kesehatan,Klinik & Praktek Dokter,DNI Skincentre Gresik,4.9,501,Desviari Rahayu,5,2023-04-14T06:13:55.009Z,Pelayanannya sangat memuaskan,pelayanannya sangat memuaskan,pelayanannya sangat memuaskan,pelayanannya memuaskan,Pelayanan,Positif,0.997
Kesehatan,Klinik & Praktek Dokter,DNI Skincentre Gresik,4.9,501,putri tyas,5,2023-03-03T11:49:11.571Z,"Pertama perawatan disini, pelayanannya okee admin ramah bnget, pertama harus konfirm dlu via WA takut penuh untuk treatment. ruangan bersih, nyaman, dokternya juga friendly, komunikatif puas bnget sihh.. dan lagi pas perawatan pas ada promo. Hihi jadi point plus buat DNI🥰😅 semoga semakin banyak promonya yaa kak, dan semoga cocok juga perawatan disini.. dan lagi terapisnya profesional bnget.😍🥰 sukaaaa💕💕",pertama perawatan disini pelayanannya okee admin ramah bnget pertama harus konfirm dlu via wa takut penuh untuk treatment ruangan bersih nyaman dokternya juga friendly komunikatif puas bnget sihh dan lagi pas perawatan pas ada promo hihi jadi point plus buat dni semoga semakin banyak promonya yaa kak dan semoga cocok juga perawatan disini dan lagi terapisnya profesional bnget sukaaaa,pertama perawatan disini pelayanannya okee admin ramah bnget pertama harus konfirm dlu via wa takut penuh untuk treatment ruangan bersih nyaman dokternya juga friendly komunikatif puas bnget sihh dan lagi pas perawatan pas ada promo hihi jadi point plus buat dni semoga semakin banyak promonya yaa kak dan semoga cocok juga perawatan disini dan lagi terapisnya profesional bnget sukaaaa,pertama perawatan disini pelayanannya okee admin ramah bnget pertama harus konfirm dlu via wa takut penuh treatment ruangan bersih nyaman dokternya friendly komunikatif puas bnget sihh pas perawatan pas promo hihi jadi point plus buat dni semoga semakin banyak promonya yaa kak semoga cocok perawatan disini terapisnya profesional bnget sukaaaa,Pelayanan,Positif,0.9971
Kesehatan,Klinik & Praktek Dokter,DNI Skincentre Gresik,4.9,501,Kayyisah Aulia,5,2023-02-25T11:33:58.840Z,Terapist nya ramah parah.. pokok nya pasti betah deh,terapist nya ramah parah pokok nya pasti betah deh,terapist nya ramah parah pokok nya pasti betah deh,terapist ramah parah pokok pasti betah,Pelayanan,Positif,0.9967
Kesehatan,Klinik & Praktek Dokter,DNI Skincentre Gresik,4.9,501,Hesti Widyastuti,5,2022-11-28T09:24:30.903Z,Pelayanannya baik dan mbak2nya ramah.🥰,pelayanannya baik dan mbak2nya ramah,pelayanannya baik dan mbak2nya ramah,pelayanannya baik mbak2nya ramah,Pelayanan,Positif,0.9952
